Matter type,Subtype,Plain-language description,Archived?,Consultation fee remitted by attorney,Consultation fee displayed to clients,Intake fee,Modest means intake fee
Tax,Wage Garnishment,You want help with an issue involving the goverment deducting money from your wages because of allegedly unpaid taxes.,FALSE,0,,,
Tax,Payment Agreement,"You want help reaching an agreement with the goverment to pay a tax debt in monthly installments, instead of having to pay all at once.",FALSE,0,,,
Tax,Payroll Tax,You want help with an issue involving taxes related to employment.,FALSE,0,,,
Tax,Employee Reclassification,You want to reduce tax penalties you may owe by voluntarily reclassifying independent contractors who work for your business as employees.,FALSE,0,,,
Tax,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Insurance,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Personal Property Cases (Non-Small Claims),You want help with a legal dispute involving personal property that's value makes the dispute ineligible for small claims court.,FALSE,0,,,
Alternative dispute resolution,Mediation,You want help with the non-binding process where a neutral third party helps you and another party try to resolve a dispute and potentially avoid court litigation.,FALSE,0,,,
Civil rights,Constitutional Right,"You want help because the government, a private organization, or a person violated your constitutional rights (for example: free expression, privacy, reproductive rights).",FALSE,0,,,
Civil rights,Discrimination,"You are being treated unfairly by the goverment, a private organization, or person because of your race, gender, religion, national origin, physical or mental disability, age, sexual orientation, or gender identity.",FALSE,0,,,
Personal injury,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Foreclosure,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Juvenile Delinquency,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Administrative law,Government benefits,You have an issue involving benefits or compensation that the government may owe you.,FALSE,0,,,
Administrative law,Unemployment benefits,You have an issue involving money that may be owed by you or to you because of unemployed status.,FALSE,0,,,
Administrative law,SSI/Disability,You have an issue involving benefits the government may owe you because of a physical or mental issue or disability.,FALSE,0,,,
Administrative law,Veteran benefits,You have an issue involving benefits the government may owe you because of your military service.,FALSE,0,,,
Bankruptcy,General bankruptcy,You want help getting rid of debts you owe.,FALSE,0,,,
Bankruptcy,Fraud-related bankruptcy,You have an issue involving an allegation that you misled or intentionaly hid information when you filed for bankruptcy.,FALSE,0,,,
Bankruptcy,Foreclosure-related bankruptcy,You want help defending your property against a foreclosure and getting rid of your debts.,FALSE,0,,,
Business,Online business law,You have an issue involving your internet or software business.,FALSE,0,,,
Business,"Licenses, corporate changes, and filings","You want help with a business organization or licensing matter, such as changing the legal structure or governance of your business or applying for a license to operate.",FALSE,0,,,
Business,Government contracts,"You want help drafting, negotiating, or applying for a government contract.",FALSE,0,,,
Business,Compliance,"You want help making sure your business is operating in accordance with federal, state, and/or local rules or laws.",FALSE,0,,,
Civil rights,Government misconduct,You want help because you were harmed or mistreated by a government official or agency.,FALSE,0,,,
Civil rights,Police misconduct,You want help because you were harmed or mistreated by a police officer.,FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Class action,"You want help bringing a lawsuit against a person, company, organization, or government agency that caused injuries, financial losses, or other kinds of harms that affected a large group of people.",FALSE,0,,,
Business,Construction law,"You have an issue or dispute involving the construction of a home or building, such as negotiating a contract with a builder or complying with construction laws.",FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",General,You want help with court litigation in a non-criminal matter.,FALSE,0,,,
"Civil litigation - auto damage, contracts, collections",Auto fraud/auto repossessions,"You want to be compensated because you purchased a car with hidden defects, or you want to keep your car from being wrongfully repossessed.",FALSE,0,,,
Consumer protection & debt,Student loan,You have an issue involving loans you took out to pay for education.,FALSE,0,,,
Employment,Severance agreements,You want help drafting or reviewing an agreement that terminates the working relationship between an employer and employee.,FALSE,0,,,
Employment,Workers compensation,You have an issue involving benefits or compensation that you may be owed or may owe because of a job-related illness or injury.,FALSE,0,,,
Employment,Defense of the employee,You are an employee and are seeking to defend yourself against a claim brought by your current or former employer.,FALSE,0,,,
Employment,Defense of the employer,You are an employer and are seeking to defend yourself against a claim brought by a current or former employee.,FALSE,0,,,
Personal injury,Medical malpractice,You want help because a doctor or other kind of health care provider made mistakes that caused an injury.,FALSE,0,,,
Intellectual Property,"Copyrights, trademarks, or patents","You have an issue involving the rights to an invention, creative work, or phrase or symbol.",FALSE,0,,,
Education law,Special education,You have an issue involving the education of a child with a learning disability or other special needs.,FALSE,0,,,
"Estates, Wills, & Elder Law",Elder abuse/neglect,You have an issue involving the mistreatment of an elderly adult.,FALSE,0,,,
Business,Business Compliance,"You want help understanding how your business's legal structure, government rules, contracts, or laws affect your business.",FALSE,0,,,
Education law,General,You have an issue involving school rules or the laws related to education.,FALSE,0,,,
Education law,School discipline,You have an issue involving a school punishing or penalizing a student for alleged misconduct.,FALSE,0,,,
Appeals,Other,"You have an issue that wasn’t described above, or you don't know what issue to choose.",FALSE,0,,,
Family,Name Change,You want help changing your legal name.,FALSE,0,,,
Family,Adoption,You want help moving parental rights over a child to new parents.,FALSE,0,,,
Family,Child Guardianship,"You want help appointing someone to manage the care, property, and finances of a child.",FALSE,0,,,
Family,Separation Agreement,You and your spouse are thinking about living apart for a time while you decide if you'll be getting a divorce.,FALSE,0,,,
